,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTRY,ADMIN1,ISO3,ISO-ADMIN1,Physical exposure to flood,Physical exposure to drought,Natural,Political violence,Conflict probability,Human,HAZARD,Development & Deprivation,Inequality,Socio-Economic Vulnerability,Uprooted people,Recent Shocks,Food Security,Other Vulnerable Groups,Vulnerable Groups,VULNERABILITY,DRR,Governance,Institutional,Private Infrastructure,Public Infrastructure,Social Infrastructure,Infrastructure,Income and jobs,Access to Finance,Access to insurance,Financial & economic system,LACK OF COPING CAPACITY,RISK
(a-z),(a-z),(a-z),,(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),(0-10),,(0-10),(0-10),,(0-10),,(0-10),(0-10)
Kenya,Wajir,KEN,KE-WJ,6.5,6.6,6.6,8.2,8.4,8.2,7.5,8.4,4.9,7.2,3.6,0.0,10.0,7.6,6.0,6.6,8.1,6.6,7.4,6.7,7.4,x,7.0,9.4,8.4,5.0,7.6,7.3,7.1
Kenya,West Pokot,KEN,KE-WP,9.7,6.0,8.4,6.4,8.4,6.4,7.6,6.2,4.5,5.6,3.6,0.0,10.0,7.6,6.0,5.8,8.1,6.6,7.4,6.7,8.2,x,7.4,9.4,8.4,5.0,7.6,7.5,6.9
Rwanda,Eastern Province(Est ),RWA,RW-02,4.5,4.5,4.5,0.2,1.0,0.7,2.8,6.6,4.7,6.0,2.2,0.0,0.0,0.0,1.1,3.9,9.7,4.9,7.3,8.4,7.6,x,8.0,9.5,7.7,5.0,7.4,7.6,4.4
Rwanda,Northern Province(Nord),RWA,RW-03,4.5,4.5,4.5,3.6,1.0,0.7,2.8,6.4,4.7,5.8,2.2,0.0,0.0,0.0,1.2,3.9,9.7,4.9,7.3,8.4,7.6,x,8.0,9.5,7.7,5.0,7.4,7.6,4.3
Rwanda,Western Province(Ouest),RWA,RW-04,4.5,4.5,4.5,1.5,1.0,0.7,2.8,6.5,4.8,6.0,2.3,0.0,0.0,0.0,1.2,4.0,9.7,4.9,7.3,8.4,7.6,x,8.0,9.5,7.7,5.0,7.4,7.6,4.4
Rwanda,Southern Province(Sud),RWA,RW-05,4.5,4.5,4.5,0.2,1.0,0.7,2.8,6.5,4.8,6.0,2.5,0.0,0.0,0.0,1.3,4.0,9.7,4.9,7.3,8.4,7.6,x,8.0,9.5,7.7,5.0,7.4,7.6,4.4
Rwanda,Kigali Village(Ville De Kigali),RWA,RW-01,4.5,4.5,4.5,0.6,1.0,0.7,2.8,5.1,4.5,4.9,1.2,0.0,0.0,0.0,0.6,3.0,9.7,4.9,7.3,8.4,7.6,x,8.0,9.5,7.7,5.0,7.4,7.6,4.0
Somalia,Awdal,SOM,SO-AW,7.9,6.4,7.2,0.6,9.5,6.6,7.0,8.8,10.0,9.2,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.0
Somalia,Bakool,SOM,SO-BK,9.2,6.5,8.1,10.0,9.5,10.0,9.3,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.0
Somalia,Banadir,SOM,SO-BN,10.0,6.5,8.9,10.0,9.5,10.0,9.5,8.5,10.0,9.0,5.0,0.0,10.0,7.6,6.5,8.0,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.9
Somalia,Bari,SOM,SO-BR,0.0,6.3,3.8,10.0,9.5,10.0,8.3,8.9,10.0,9.3,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.5
Somalia,Bay,SOM,SO-BY,7.5,6.7,7.2,10.0,9.5,10.0,9.0,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.9
Somalia,Galgaduud,SOM,SO-GA,3.4,6.6,5.2,10.0,9.5,10.0,8.5,8.9,10.0,9.3,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.6
Somalia,Gedo,SOM,SO-GE,9.6,6.5,8.5,10.0,9.5,10.0,9.4,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.0
Somalia,Hiraan,SOM,SO-HI,10.0,6.5,8.9,10.0,9.5,10.0,9.5,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.1
Somalia,Lower Juba,SOM,SO-JH,10.0,6.6,8.9,10.0,9.5,10.0,9.5,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.1
Somalia,Lower Shabelle,SOM,SO-SH,10.0,6.8,8.9,10.0,9.5,10.0,9.6,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.1
Somalia,Middle Juba,SOM,SO-JD,10.0,6.5,8.9,10.0,9.5,10.0,9.5,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.1
Somalia,Middle Shabelle,SOM,SO-SD,10.0,6.7,8.9,10.0,9.5,10.0,9.5,9.6,10.0,9.7,5.0,0.0,10.0,7.6,6.5,8.6,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,9.1
Somalia,Mudug,SOM,SO-MU,0.0,6.5,3.9,10.0,9.5,10.0,8.3,8.9,10.0,9.3,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.5
Somalia,Nugaal,SOM,SO-NU,0.0,6.2,3.7,2.9,9.5,6.6,5.4,8.9,10.0,9.3,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,7.4
Somalia,Sanaag,SOM,SO-SA,0.0,6.5,3.9,2.8,9.5,6.6,5.5,8.9,10.0,9.3,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,7.4
Somalia,Sool,SOM,SO-SO,0.0,6.3,3.8,10.0,9.5,10.0,8.3,8.9,10.0,9.3,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.5
Somalia,Togdheer,SOM,SO-TO,3.6,6.5,5.2,9.6,9.5,9.6,8.1,8.8,10.0,9.2,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,8.5
Somalia,Woqooyi Galbeed,SOM,SO-WO,6.3,3.5,5.1,3.2,9.5,6.6,5.9,8.8,10.0,9.2,5.0,0.0,10.0,7.6,6.5,8.2,5.8,9.3,7.5,9.9,9.4,x,9.7,9.9,9.4,x,9.6,9.1,7.6
South Sudan,Upper Nile,SSD,SS-NU,10.0,1.1,7.8,10.0,9.6,10.0,9.2,8.8,5.1,7.6,9.2,0.0,10.0,7.6,8.5,8.1,8.9,8.3,8.6,9.3,7.5,x,8.4,8.6,x,x,8.6,8.5,8.6
South Sudan,Jonglei,SSD,SS-JG,10.0,5.2,8.5,10.0,9.6,10.0,9.4,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,8.2,x,8.7,8.6,x,x,8.6,8.7,8.3
South Sudan,Unity,SSD,SS-UY,10.0,5.1,8.5,10.0,9.6,10.0,9.4,8.8,5.1,7.6,8.9,0.0,10.0,7.6,8.3,8.0,8.9,8.3,8.6,9.3,7.5,x,8.4,8.6,x,x,8.6,8.5,8.6
South Sudan,Warrap,SSD,SS-WR,10.0,6.6,8.9,10.0,9.6,10.0,9.5,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,9.3,x,9.3,8.6,x,x,8.6,8.9,8.4
South Sudan,Northern Bahr El Ghazal,SSD,SS-BN,10.0,3.9,8.3,10.0,9.6,10.0,9.3,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,8.5,x,8.9,8.6,x,x,8.6,8.7,8.3
South Sudan,Western Bahr El Ghazal,SSD,SS-BW,5.6,7.0,6.4,10.0,9.6,10.0,8.8,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,9.8,x,9.5,8.6,x,x,8.6,9.0,8.2
South Sudan,Lakes,SSD,SS-LK,10.0,6.6,8.9,10.0,9.6,10.0,9.5,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,8.8,x,9.1,8.6,x,x,8.6,8.8,8.4
South Sudan,Western Equatoria,SSD,SS-EW,4.9,4.6,4.8,4.1,9.6,6.7,5.9,8.8,5.1,7.6,5.0,0.0,0.0,0.0,2.9,5.7,8.9,8.3,8.6,9.3,10.0,x,9.6,8.6,x,x,8.6,9.0,6.7
South Sudan,Central Equatorial,SSD,SS-EC,9.8,4.3,8.1,10.0,9.6,10.0,9.3,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,9.3,x,9.3,8.6,x,x,8.6,8.9,8.4
South Sudan,Eastern Equatoria,SSD,SS-EE,2.0,8.9,6.6,10.0,9.6,10.0,8.9,8.8,5.1,7.6,5.0,0.0,10.0,7.6,6.5,7.1,8.9,8.3,8.6,9.3,9.6,x,9.4,8.6,x,x,8.6,8.9,8.2
Sudan,Al Gezira,SDN,SD-07,10.0,2.0,7.9,0.0,10.0,7.0,7.5,4.0,5.5,4.5,7.1,0.0,0.0,0.0,4.5,4.5,9.1,8.5,8.8,7.5,9.1,x,8.3,9.2,10.0,5.0,8.1,8.4,6.6
Sudan,Blue Nile,SDN,SD-24,10.0,2.5,8.0,10.0,10.0,10.0,9.3,6.4,5.5,6.1,6.4,0.0,10.0,7.6,7.0,6.6,9.1,8.5,8.8,7.5,8.7,x,8.1,9.2,10.0,5.0,8.1,8.3,8.0
Sudan,Central Darfur,SDN,SD-27,10.0,3.4,8.2,10.0,10.0,10.0,9.3,5.6,5.5,5.6,7.1,0.0,10.0,7.6,7.3,6.5,9.1,8.5,8.8,7.5,6.6,x,7.1,9.2,10.0,5.0,8.1,8.1,7.9
Sudan,East Darfur,SDN,SD-28,8.7,6.7,7.9,6.4,10.0,6.4,7.2,5.6,5.5,5.6,6.8,0.0,10.0,7.6,7.2,6.5,9.1,8.5,8.8,7.5,6.6,x,7.1,9.2,10.0,5.0,8.1,8.1,7.2
Sudan,Gedaref,SDN,SD-06,9.0,1.5,6.6,0.0,10.0,7.0,6.8,6.4,5.5,6.1,7.5,0.0,10.0,7.6,7.6,6.9,9.1,8.5,8.8,7.5,8.3,x,7.9,9.2,10.0,5.0,8.1,8.3,7.3
Sudan,Kassala,SDN,SD-05,10.0,2.9,8.1,6.3,10.0,6.3,7.3,5.9,5.5,5.8,7.4,0.0,10.0,7.6,7.5,6.7,9.1,8.5,8.8,7.5,7.8,x,7.6,9.2,10.0,5.0,8.1,8.2,7.4
Sudan,Khartoum,SDN,SD-03,10.0,4.5,8.4,10.0,10.0,10.0,9.4,3.8,5.5,4.3,7.8,0.0,0.0,0.0,5.0,4.7,9.1,8.5,8.8,7.5,9.1,x,8.3,9.2,10.0,5.0,8.1,8.4,7.2
Sudan,North Darfur,SDN,SD-02,6.4,6.7,6.6,10.0,10.0,10.0,8.9,6.2,5.5,5.9,6.7,0.0,10.0,7.6,7.2,6.6,9.1,8.5,8.8,7.5,6.6,x,7.1,9.2,10.0,5.0,8.1,8.1,7.8
Sudan,North Kordofan,SDN,SD-09,8.0,8.3,8.1,7.3,10.0,7.3,7.7,5.7,5.5,5.6,6.1,0.0,10.0,7.6,6.9,6.3,9.1,8.5,8.8,7.5,8.6,x,8.1,9.2,10.0,5.0,8.1,8.3,7.4
Sudan,Northern,SDN,SD-01,10.0,5.2,8.5,0.6,10.0,7.0,7.9,5.2,5.5,5.3,4.8,0.0,0.0,0.0,2.8,4.1,9.1,8.5,8.8,7.5,9.1,x,8.3,9.2,10.0,5.0,8.1,8.4,6.5
Sudan,Red Sea,SDN,SD-26,9.3,6.6,8.2,0.0,10.0,7.0,7.7,6.0,5.5,5.8,4.8,0.0,10.0,7.6,6.4,6.1,9.1,8.5,8.8,7.5,8.1,x,7.8,9.2,10.0,5.0,8.1,8.3,7.3
Sudan,River Nile,SDN,SD-04,10.0,0.0,7.6,0.0,10.0,7.0,7.3,5.2,5.5,5.3,4.8,0.0,0.0,0.0,2.8,4.1,9.1,8.5,8.8,7.5,9.1,x,8.3,9.2,10.0,5.0,8.1,8.4,6.3
Sudan,Sennar,SDN,SD-25,10.0,1.7,7.9,0.0,10.0,7.0,7.5,5.5,5.5,5.5,7.5,0.0,10.0,7.6,7.6,6.6,9.1,8.5,8.8,7.5,8.7,x,8.1,9.2,10.0,5.0,8.1,8.3,7.4
Sudan,South Darfur,SDN,SD-11,10.0,6.7,8.9,10.0,10.0,10.0,9.5,6.0,5.5,5.8,6.7,0.0,10.0,7.6,7.2,6.5,9.1,8.5,8.8,7.5,8.0,x,7.7,9.2,10.0,5.0,8.1,8.2,8.0
Sudan,South Kordofan,SDN,SD-13,9.1,7.9,8.6,10.0,10.0,10.0,9.4,6.4,5.5,6.1,7.1,0.0,10.0,7.6,7.4,6.8,9.1,8.5,8.8,7.5,8.1,x,7.8,9.2,10.0,5.0,8.1,8.3,8.1
Sudan,West Darfur,SDN,SD-12,10.0,6.4,8.8,10.0,10.0,10.0,9.5,6.6,5.5,6.2,7.1,0.0,10.0,7.6,7.4,6.8,9.1,8.5,8.8,7.5,6.6,x,7.1,9.2,10.0,5.0,8.1,8.1,8.1
Sudan,White Nile,SDN,SD-08,10.0,4.6,8.4,0.1,10.0,7.0,7.8,5.4,5.5,5.4,8.0,0.0,10.0,7.6,7.8,6.8,9.1,8.5,8.8,7.5,8.9,x,8.2,9.2,10.0,5.0,8.1,8.4,7.6
Uganda,Central 1,UGA,UG-C1,9.0,5.4,7.7,3.6,5.2,3.6,6.0,6.2,3.5,5.3,2.0,0.0,0.0,0.0,1.0,3.5,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.4
Uganda,Central 2,UGA,UG-C2,10.0,7.0,9.0,3.6,5.2,3.6,7.1,6.2,3.9,5.4,2.0,0.0,0.0,0.0,1.0,3.5,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.7
Uganda,East Central,UGA,UG-EC,10.0,2.8,8.1,3.6,5.2,3.6,6.4,6.7,3.6,5.7,2.0,0.0,0.0,0.0,1.0,3.7,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.6
Uganda,Eastern,UGA,UG-EA,10.0,7.2,9.0,3.6,5.2,3.6,7.2,7.1,4.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.9
Uganda,Kampala,UGA,UG-KM ,10.0,0.0,7.6,3.6,5.2,3.6,6.0,4.9,2.6,4.1,5.4,0.0,0.0,0.0,3.2,3.7,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.5
Uganda,Karamoja,UGA,UG-KR,8.4,9.3,8.9,0.3,5.2,3.6,7.0,9.0,6.0,8.0,2.0,0.0,10.0,7.6,5.4,6.9,6.5,6.8,6.6,8.2,7.8,x,8.0,9.5,7.1,5.0,7.2,7.3,7.1
Uganda,North,UGA,UG-NO,10.0,7.7,9.2,0.0,5.2,3.6,7.3,7.2,4.0,6.1,5.6,0.0,0.0,0.0,3.3,4.8,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,6.4
Uganda,Southwest,UGA,UG-SO,9.2,7.1,8.3,3.6,5.2,3.6,6.6,6.9,3.5,5.8,2.0,0.0,0.0,0.0,1.0,3.8,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.7
Uganda,West Nile,UGA,UG-WN,9.2,1.7,6.9,1.2,5.2,3.6,5.5,7.6,3.8,6.4,2.0,0.0,0.0,0.0,1.0,4.2,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,5.5
Uganda,Western,UGA,UG-WE,8.6,6.9,7.9,10.0,5.2,10.0,9.2,6.5,3.8,5.6,6.1,0.0,0.0,0.0,3.6,4.7,6.5,6.8,6.6,8.2,8.3,x,8.2,9.5,7.1,5.0,7.2,7.4,6.8
